id,latitude,longitude,location,vehicle_number,vehicle_type,violation_type,created_datetime,date,hour,day_of_week,month,week,police_station,junction_name,validation_status,center_code,is_named_junction,is_peak_hour,is_main_road_violation,is_large_vehicle
FKID000077,12.9397481,77.695636,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0067,MAXI-CAB,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:13:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000078,12.9770657,77.5772568,"5th Main Road, Kempe Gowda Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0069,SCOOTER,WRONG PARKING,2023-11-17T04:32:46+00:00,2023-11-17,4,Friday,2023-11,2023-W46,Upparpet,BTP040 - Elite Junction,APPROVED,3,True,False,False,False
FKID000079,12.9994274,77.5496108,"10th Cross Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0070,MOPED,WRONG PARKING,2024-04-07T23:04:46+00:00,2024-04-07,23,Sunday,2024-04,2024-W14,Rajajinagar,BTP027 - Modi Bridge Junction,UNKNOWN,6,True,False,False,False
FKID000080,12.9397529,77.6956764,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0071,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:13:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000081,12.891004495003813,77.63878863241251,"Electronics City Flyover, Krishna Reddy Industrial Area, Garvebhavi Palya, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0072,CAR,NO PARKING,2024-03-10T07:48:46+00:00,2024-03-10,7,Sunday,2024-03,2024-W10,HSR Layout,No Junction,UNKNOWN,45,False,False,False,False
FKID000082,12.9396573,77.6956901,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0073,MAXI-CAB,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:12:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000083,12.9170676,77.6516121,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0074,MOTOR CYCLE,WRONG PARKING,2023-11-17T08:10:46+00:00,2023-11-17,8,Friday,2023-11,2023-W46,HSR Layout,No Junction,REJECTED,45,False,True,False,False
FKID000084,12.9397481,77.695636,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0075,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:13:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000085,12.9396691,77.6958935,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0076,MAXI-CAB,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:12:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000086,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0077,MOTOR CYCLE,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; DOUBLE PARKING; PARKING OPPOSITE TO ANOTHER PARKED VEHICLE; PARKING IN A MAIN ROAD,2024-03-14T22:43:46+00:00,2024-03-14,22,Thursday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000087,12.939753,77.6955866,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0079,MAXI-CAB,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:12:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000088,12.9397587,77.6956421,"Kadubeesanahalli Underpass, Kadubisanahalli Junction, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0080,PASSENGER AUTO,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:14:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000089,12.9816248,77.6080905,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0081,SCOOTER,WRONG PARKING,2023-11-17T04:30:46+00:00,2023-11-17,4,Friday,2023-11,2023-W46,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID000090,13.18429,77.679765,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL0082,MAXI-CAB,NO PARKING,2023-11-16T23:32:46+00:00,2023-11-16,23,Thursday,2023-11,2023-W46,Chikkajala,No Junction,APPROVED,40,False,False,False,True
FKID000091,12.939704,77.6956779,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0083,MAXI-CAB,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:13:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000092,12.9396796,77.6957562,"Kadubeesanahalli Underpass, Indiqube Alpha, Reddy Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0084,MAXI-CAB,PARKING IN A MAIN ROAD; WRONG PARKING,2023-11-22T01:13:46+00:00,2023-11-22,1,Wednesday,2023-11,2023-W47,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000093,12.9816391,77.6080854,"Dispensary Road, Tasker Town, Shivaji Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0085,SCOOTER,WRONG PARKING,2023-11-17T04:30:46+00:00,2023-11-17,4,Friday,2023-11,2023-W46,Shivajinagar,BTP051 - Safina Plaza Junction,APPROVED,16,True,False,False,False
FKID000094,12.92586,77.6767646,"Outer Ring Road, Bellandur Junction, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0086,MAXI-CAB,NO PARKING,2023-11-21T22:20:46+00:00,2023-11-21,22,Tuesday,2023-11,2023-W47,Bellandur,No Junction,APPROVED,82,False,False,False,True
FKID000095,12.9262088,77.6766952,"Outer Ring Road, Bellandur Junction, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0087,CAR,NO PARKING,2023-11-21T22:20:46+00:00,2023-11-21,22,Tuesday,2023-11,2023-W47,Bellandur,No Junction,APPROVED,82,False,False,False,False
FKID000096,12.991667,77.5885165,"Palace Road, Thulasi Thottam, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0088,SCOOTER,WRONG PARKING,2023-11-27T21:46:46+00:00,2023-11-27,21,Monday,2023-11,2023-W48,High ground,BTP032 - Windsor Circle,APPROVED,11,True,False,False,False
FKID000097,12.9832797,77.6096722,"Veera Pillai Street, Nethaji Subhas Chadra Bose Circle, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0089,SCOOTER,WRONG PARKING,2023-11-16T23:42:46+00:00,2023-11-16,23,Thursday,2023-11,2023-W46,Shivajinagar,No Junction,APPROVED,16,False,False,False,False
FKID000098,12.9630317,77.5603267,"JJR Main Road, Tippu Chowk, JJR Nagar North, Bengaluru, Karnataka. Pin-560018 (India)",FKN00GL0090,LGV,NO PARKING,2023-11-17T22:26:46+00:00,2023-11-17,22,Friday,2023-11,2023-W46,Magadi Road,BTP091 - Sirsi Circle,APPROVED,29,True,False,False,False
FKID000099,12.989728,77.5055045,"Magadi Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",FKN00GL0091,MOTOR CYCLE,WRONG PARKING,2023-11-28T21:37:46+00:00,2023-11-28,21,Tuesday,2023-11,2023-W48,Kamakshipalya,No Junction,APPROVED,33,False,False,False,False
FKID000100,12.9997309,77.5496912,"WOC Road, Block 1, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",FKN00GL0092,MOPED,WRONG PARKING,2024-04-06T06:10:46+00:00,2024-04-06,6,Saturday,2024-04,2024-W14,Rajajinagar,BTP027 - Modi Bridge Junction,UNKNOWN,6,True,False,False,False
FKID000101,12.9791741,77.5749722,"Subedar Chatram Road, AT Extension, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0093,SCOOTER,WRONG PARKING,2023-11-19T00:32:46+00:00,2023-11-19,0,Sunday,2023-11,2023-W46,Upparpet,BTP057 - Anand Rao Junction,APPROVED,3,True,False,False,False
FKID000102,12.8758151,77.6714304,"Amrutha College Road, Mahaveer Ranches, Naganathapura, Rayasandra, Bengaluru, Karnataka. Pin-560100 (India)",FKN00GL0094,SCOOTER,WRONG PARKING,2023-11-17T06:20:46+00:00,2023-11-17,6,Friday,2023-11,2023-W46,Electronic City,No Junction,REJECTED,38,False,False,False,False
FKID000103,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0095,SCOOTER,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; DOUBLE PARKING; PARKING OPPOSITE TO ANOTHER PARKED VEHICLE; PARKING IN A MAIN ROAD; DEFECTIVE NUMBER PLATE,2024-03-14T22:42:46+00:00,2024-03-14,22,Thursday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000104,13.0106454,77.5066967,"Rajgopal Nagar Main Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",FKN00GL0096,PASSENGER AUTO,WRONG PARKING,2023-11-17T05:58:46+00:00,2023-11-17,5,Friday,2023-11,2023-W46,Peenya,No Junction,REJECTED,20,False,False,False,False
FKID000105,12.956646,77.7032144,"HAL Airport Road, MS Reddy Nagar, Marathahalli, Bengaluru, Karnataka. Pin-560037 (India)",FKN00GL0097,MAXI-CAB,WRONG PARKING; PARKING IN A MAIN ROAD,2023-11-28T21:44:46+00:00,2023-11-28,21,Tuesday,2023-11,2023-W48,HAL Old Airport,No Junction,APPROVED,13,False,False,True,True
FKID000106,12.9736618,77.6146358,"Mahatma Gandhi Road, WEBBS Circle Junction, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0098,MAXI-CAB,NO PARKING,2023-12-19T05:10:46+00:00,2023-12-19,5,Tuesday,2023-12,2023-W51,Halasur,No Junction,APPROVED,17,False,False,False,True
FKID000107,12.973616,77.6148025,"Mahatma Gandhi Road, Mittal Towers, Yellappa Chetty Layout, Sivanchetti Gardens, Bengaluru, Karnataka. Pin-560042 (India)",FKN00GL0099,MAXI-CAB,NO PARKING,2023-12-19T05:10:46+00:00,2023-12-19,5,Tuesday,2023-12,2023-W51,Halasur,No Junction,APPROVED,17,False,False,False,True
FKID000108,12.9714454,77.5977759,"Walton Road, Walton Road Circle, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0100,CAR,NO PARKING,2023-11-28T21:23:46+00:00,2023-11-28,21,Tuesday,2023-11,2023-W48,Cubbon Park,BTP063 - Siddalingaiah Circle,APPROVED,2,True,False,False,False
FKID000109,12.9712011,77.5970459,"Grant Road, UB City, Shanthala Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0101,OTHERS,NO PARKING,2023-11-28T21:22:46+00:00,2023-11-28,21,Tuesday,2023-11,2023-W48,Cubbon Park,BTP063 - Siddalingaiah Circle,APPROVED,2,True,False,False,False
FKID000110,12.9377356,77.7007943,"Panathur Main Road, High Cliff, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0102,MOTOR CYCLE,WRONG PARKING,2023-11-19T00:42:46+00:00,2023-11-19,0,Sunday,2023-11,2023-W46,HAL Old Airport,No Junction,REJECTED,13,False,False,False,False
FKID000111,12.9689581,77.5361397,"20th Main Road, Ganga Government Quarters, MC Layout, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0103,SCOOTER,NO PARKING,2023-11-18T00:57:46+00:00,2023-11-18,0,Saturday,2023-11,2023-W46,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",APPROVED,30,True,False,False,False
FKID000112,12.934068071777288,77.68976915672452,"Outer Ring Road, Prestige Silver Crest, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",FKN00GL0104,SCOOTER,NO PARKING; WRONG PARKING; PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC; DOUBLE PARKING; PARKING OPPOSITE TO ANOTHER PARKED VEHICLE; PARKING IN A MAIN ROAD,2024-03-14T23:21:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,HAL Old Airport,No Junction,APPROVED,13,False,False,True,False
FKID000113,12.9858662,77.6456721,"NH 75, Aveda Meta, Binnamangala, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL0105,MAXI-CAB,WRONG PARKING,2023-11-27T20:20:46+00:00,2023-11-27,20,Monday,2023-11,2023-W48,Jeevanbheemanagar,No Junction,REJECTED,4,False,True,False,True
FKID000114,12.9772753,77.5778834,"4th Main Road, Sri Kanakadasa Circle, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0106,SCOOTER,NO PARKING,2023-11-13T04:21:46+00:00,2023-11-13,4,Monday,2023-11,2023-W46,Upparpet,BTP040 - Elite Junction,APPROVED,3,True,False,False,False
FKID000115,12.9729965,77.6174782,"Mahatma Gandhi Road, Craig Park Layout, Ashok Nagar, Bengaluru, Karnataka. Pin-560001 (India)",FKN00GL0107,PASSENGER AUTO,NO PARKING,2023-11-28T21:26:46+00:00,2023-11-28,21,Tuesday,2023-11,2023-W48,Halasur,No Junction,APPROVED,17,False,False,False,False
FKID000116,12.9686015,77.5371725,"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",FKN00GL0108,MOTOR CYCLE,WRONG PARKING,2023-11-18T00:44:46+00:00,2023-11-18,0,Saturday,2023-11,2023-W46,Vijayanagara,"BTP022 - Marenahalli Junction, Vijayanagar",APPROVED,30,True,False,False,False
FKID000117,12.9199181,77.6450077,"19th Main Road, Park Square Apartment, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0109,CAR,NO PARKING,2023-11-17T23:51:46+00:00,2023-11-17,23,Friday,2023-11,2023-W46,HSR Layout,No Junction,APPROVED,45,False,False,False,False
FKID000118,12.9159725,77.6518144,"27th Main Road, CPWD Quarters, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0110,SCOOTER,NO PARKING,2023-11-17T07:50:46+00:00,2023-11-17,7,Friday,2023-11,2023-W46,HSR Layout,No Junction,APPROVED,45,False,False,False,False
FKID000119,12.9165398,77.651683,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0111,MOTOR CYCLE,NO PARKING,2023-11-17T07:49:46+00:00,2023-11-17,7,Friday,2023-11,2023-W46,HSR Layout,No Junction,APPROVED,45,False,False,False,False
FKID000120,12.9170683,77.6517306,"27th Main Road, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0112,SCOOTER,WRONG PARKING,2023-11-17T08:08:46+00:00,2023-11-17,8,Friday,2023-11,2023-W46,HSR Layout,No Junction,REJECTED,45,False,True,False,False
FKID000121,12.9123716,77.6380385,"13th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0113,MOTOR CYCLE,WRONG PARKING,2023-11-25T04:59:46+00:00,2023-11-25,4,Saturday,2023-11,2023-W47,HSR Layout,No Junction,UNKNOWN,45,False,False,False,False
FKID000122,12.9538367,77.6409344,,FKN00GL0114,MAXI-CAB,NO PARKING,2023-12-20T02:39:46+00:00,2023-12-20,2,Wednesday,2023-12,2023-W51,Halasur,No Junction,UNKNOWN,17,False,False,False,True
FKID000123,12.9651077,77.5382332,"Sri Sankasta Hara Ganapati Temple Road, RPC Layout, Vijaya Nagar Stage 2, Bengaluru, Karnataka. Pin-560104 (India)",FKN00GL0115,SCOOTER,WRONG PARKING,2024-03-14T23:30:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Vijayanagara,"BTP016 - 5th Main Road, RPC Layout",APPROVED,30,True,False,False,False
FKID000124,12.9161947,77.6385188,"Outer Ring Road, Sector 5, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0116,MOTOR CYCLE,NO PARKING,2023-11-22T00:44:46+00:00,2023-11-22,0,Wednesday,2023-11,2023-W47,HSR Layout,No Junction,APPROVED,45,False,False,False,False
FKID000125,12.9954998,77.6140458,"Cleveland Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0117,SCOOTER,NO PARKING,2023-11-28T07:53:46+00:00,2023-11-28,7,Tuesday,2023-11,2023-W48,Pulikeshinagar(F.Town),No Junction,APPROVED,14,False,False,False,False
FKID000126,12.9646371,77.5748174,"BGS Flyover, Kalasipalyam, K.R Market, Bengaluru Central City Corporation, Bengaluru, Bangalore North, Bengaluru Urban, Karnataka, 560002, India",FKN00GL0118,GOODS AUTO,NO PARKING,2023-11-21T20:28:46+00:00,2023-11-21,20,Tuesday,2023-11,2023-W47,City Market,"BTP083 - AS Char Street, Mysore Road",UNKNOWN,28,True,True,False,True
FKID000127,12.9954978,77.6137921,"1st Cross Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",FKN00GL0119,SCOOTER,NO PARKING,2023-11-28T06:55:46+00:00,2023-11-28,6,Tuesday,2023-11,2023-W48,Pulikeshinagar(F.Town),No Junction,APPROVED,14,False,False,False,False
FKID000128,13.0108454,77.5544053,"80 Feet Ring Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0120,JEEP,NO PARKING,2023-11-28T07:04:46+00:00,2023-11-28,7,Tuesday,2023-11,2023-W48,Malleshwaram,No Junction,APPROVED,19,False,False,False,False
FKID000129,13.00892,77.7587817,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL0121,MOTOR CYCLE,NO PARKING,2023-11-29T01:49:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,Mahadevapura,No Junction,APPROVED,84,False,False,False,False
FKID000130,13.00889,77.75876,"Whitefield Main Road, Pioneer Moonstone, Seegehalli, Bengaluru, Karnataka. Pin-560067 (India)",FKN00GL0122,MOTOR CYCLE,NO PARKING,2023-11-29T01:49:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,Mahadevapura,No Junction,APPROVED,84,False,False,False,False
FKID000131,13.0072643,77.5711894,"Sri Venkataranga Ayangar Road, Ranganathapura, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",FKN00GL0123,CAR,NO PARKING,2023-11-20T02:06:46+00:00,2023-11-20,2,Monday,2023-11,2023-W47,Malleshwaram,No Junction,REJECTED,19,False,False,False,False
FKID000132,12.9139727,77.6104281,"7th Cross Road, Ram Sridhar Apartment, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",FKN00GL0124,VAN,NO PARKING,2023-11-29T01:35:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,Mico Layout,"BTP163 - 16th Main Road, BTM Layout",APPROVED,31,True,False,False,True
FKID000133,12.9762846,77.5757044,"Vajreshwari Road, Jakkarayana Kere, Gandhi Nagar, Bengaluru, Karnataka. Pin-560009 (India)",FKN00GL0125,PASSENGER AUTO,WRONG PARKING,2023-11-29T01:32:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,Upparpet,BTP040 - Elite Junction,APPROVED,3,True,False,False,False
FKID000134,12.9858655,77.6051618,"Broadway Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",FKN00GL0126,CAR,WRONG PARKING,2023-11-29T01:57:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,Shivajinagar,No Junction,APPROVED,16,False,False,False,False
FKID000135,12.9285642,77.5848229,"30th Cross Road, BMTC Transport Complex, Block 4, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",FKN00GL0127,CAR,NO PARKING,2024-03-14T23:21:46+00:00,2024-03-14,23,Thursday,2024-03,2024-W11,Jayanagara,BTP220 - Puttanna Junction,APPROVED,25,True,False,False,False
FKID000136,12.9144348,77.6516659,"27th Main Road, CPWD Quarters, Sector 1, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",FKN00GL0128,CAR,WRONG PARKING,2023-11-29T01:56:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,HSR Layout,No Junction,APPROVED,45,False,False,False,False
FKID000137,12.9033026,77.625017,"Kodichikkanahalli Main Road, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",FKN00GL0129,MOPED,WRONG PARKING,2024-03-14T05:30:46+00:00,2024-03-14,5,Thursday,2024-03,2024-W11,Madiwala,No Junction,APPROVED,9,False,False,False,False
FKID000138,12.9783602,77.6412695,"Chinmaya Mission Hospital Road, BM Sri Circle, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",FKN00GL0130,CAR,NO PARKING,2023-11-19T00:57:46+00:00,2023-11-19,0,Sunday,2023-11,2023-W46,Jeevanbheemanagar,No Junction,UNKNOWN,4,False,False,False,False
FKID000139,13.0081782,77.5711207,"Sri Venkataranga Ayangar Road, Malleshwaram 18th Cross Junction, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",FKN00GL0131,MOTOR CYCLE,WRONG PARKING,2023-11-25T03:47:46+00:00,2023-11-25,3,Saturday,2023-11,2023-W47,Malleshwaram,No Junction,UNKNOWN,19,False,False,False,False
FKID000140,13.1846454,77.6797763,"Unnamed Road, Begur Chikkanahalli, Bengaluru, Karnataka. Pin-562149 (India)",FKN00GL0132,CAR,WRONG PARKING,2023-11-25T03:46:46+00:00,2023-11-25,3,Saturday,2023-11,2023-W47,Chikkajala,No Junction,UNKNOWN,40,False,False,False,False
FKID000141,12.9612554,77.5777045,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0133,MOTOR CYCLE,WRONG PARKING,2023-11-29T01:28:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID000142,12.9610314,77.5777355,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0134,PASSENGER AUTO,WRONG PARKING,2023-11-29T01:25:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID000143,12.9612634,77.5777,"Kalasipalyam Main Road, Mothinagar, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",FKN00GL0135,CAR,WRONG PARKING,2023-11-29T01:31:46+00:00,2023-11-29,1,Wednesday,2023-11,2023-W48,City Market,BTP082 - KR Market Junction,APPROVED,28,True,False,False,False
FKID000144,12.906953,77.6961775,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0136,SCOOTER,WRONG PARKING,2023-11-29T02:20:46+00:00,2023-11-29,2,Wednesday,2023-11,2023-W48,Bellandur,No Junction,APPROVED,82,False,False,False,False
FKID000145,12.9073242,77.6962206,"Sarjapura Main Road, Doddakannelli Circle, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0137,MOTOR CYCLE,WRONG PARKING,2023-11-29T02:20:46+00:00,2023-11-29,2,Wednesday,2023-11,2023-W48,Bellandur,No Junction,APPROVED,82,False,False,False,False
FKID000146,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0138,SCOOTER,NO PARKING,2023-11-29T02:19:46+00:00,2023-11-29,2,Wednesday,2023-11,2023-W48,Bellandur,No Junction,APPROVED,82,False,False,False,False
FKID000147,12.9066807,77.6968974,"Sarjapura Main Road, Nimritha Kethana Eternal Accolade, Janatha Colony, Doddakannelli, Bengaluru, Karnataka. Pin-560035 (India)",FKN00GL0139,SCOOTER,WRONG PARKING,2023-11-29T02:20:46+00:00,2023-11-29,2,Wednesday,2023-11,2023-W48,Bellandur,No Junction,APPROVED,82,False,False,False,False
